Path,Name,Changed,Changes
共通モジュール/N3-SUB-DECISION-TRACE.json,N3-SUB-DECISION-TRACE,True,Inserted CORE-Dispatcher after Webhook; String replace: audit_logs → n3_audit_logs; String replace: ai_decision_traces → n3_ai_decision_traces
共通モジュール/【共通】V8-BURN-LIMIT-CHECKER.json,【共通】V8-BURN-LIMIT-CHECKER,True,SQL: 1 tables transformed; String replace: audit_logs → n3_audit_logs
共通モジュール/【共通】V8-AUTH-GATE-VALIDATOR.json,【共通】V8-AUTH-GATE-VALIDATOR,True,SQL: 1 tables transformed; String replace: audit_logs → n3_audit_logs
同期/【同期】01_SYNC-07-棚卸し-スプレッドシート同期_V5.json,【同期】01_SYNC-07-棚卸し-スプレッドシート同期_V5,True,Inserted CORE-Dispatcher after Webhook: stocktake-sync; SQL: 1 tables transformed; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: inventory_master → n3_inventory_master
同期/【同期】02_専用-心臓部-為替設定自動同期_V5.json,【同期】02_専用-心臓部-為替設定自動同期_V5,True,SQL: 1 tables transformed; String replace: products_master → n3_products_master
帝国/【帝国】03_151-帝国-マネージャー監査パネルAPI_V5.json,【帝国】03_151-帝国-マネージャー監査パネルAPI_V5,True,Inserted CORE-Dispatcher after Webhook: 監査提出; Inserted CORE-Dispatcher after Webhook: 監査キュー取得; Inserted CORE-Dispatcher after Webhook: マネージャー統計; String replace: audit_logs → n3_audit_logs
帝国/【帝国】01_08-監査-商品データ完全性チェック_V5.json,【帝国】01_08-監査-商品データ完全性チェック_V5,True,Inserted CORE-Dispatcher after Webhook: audit-check; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: products_master → n3_products_master
帝国/【帝国】02_150-帝国-収益自動計算-報酬分配_V5.json,【帝国】02_150-帝国-収益自動計算-報酬分配_V5,True,Inserted CORE-Dispatcher after Webhook: empire-payout-calculate; String replace: audit_logs → n3_audit_logs
帝国/【帝国】05_153-帝国-視覚指紋破壊-Entropy-Engine_V5.json,【帝国】05_153-帝国-視覚指紋破壊-Entropy-Engine_V5,True,Inserted CORE-Dispatcher after Webhook: entropy-video
帝国/【帝国】04_152-帝国-Airwallex自動送金_V5.json,【帝国】04_152-帝国-Airwallex自動送金_V5,True,Inserted CORE-Dispatcher after Webhook: empire-payout-execute
帝国/【帝国】06_162-代行-収益分配-レベニューシェア計算_V5.json,【帝国】06_162-代行-収益分配-レベニューシェア計算_V5,True,Inserted CORE-Dispatcher after Webhook: revenue-calculate
外注/【外注】01_62-外注-自動送金-Stripe-PayPal_V5.json,【外注】01_62-外注-自動送金-Stripe-PayPal_V5,True,Inserted CORE-Dispatcher after Webhook: outsource-payout
外注/04_V8.2_HR_Management_Complete.json,【V8.2】HR Management - 外注統治・RBAC・報酬計算エンジン,True,Inserted CORE-Dispatcher after 🚪 Webhook Entry; SQL: 1 tables transformed; String replace: audit_logs → n3_audit_logs
外注/【外注】02_63-外注-QRコード作業完了API_V5.json,【外注】02_63-外注-QRコード作業完了API_V5,True,Inserted CORE-Dispatcher after Webhook: worker-qr; SQL: 1 tables transformed; String replace: products_master → n3_products_master
画像/【画像】03_専用-防衛-VEROブランド画像ハッシュ防衛_V5.json,【画像】03_専用-防衛-VEROブランド画像ハッシュ防衛_V5,True,Inserted CORE-Dispatcher after Webhook: 出品前チェック依頼
画像/【画像】01_15-画像処理-画像指紋洗浄_V5.json,【画像】01_15-画像処理-画像指紋洗浄_V5,True,Inserted CORE-Dispatcher after Webhook: 画像洗浄依頼; SQL: 1 tables transformed; String replace: products_master → n3_products_master; SQL: 1 tables transformed; String replace: products_master → n3_products_master
画像/【画像】02_53-HTML-Renderer-画像化マイクロサービス_V5.json,【画像】02_53-HTML-Renderer-画像化マイクロサービス_V5,True,Inserted CORE-Dispatcher after Webhook: html-render
経理/【経理】03_65-経理-証憑自動収集-紐付けハブ_V5.json,【経理】03_65-経理-証憑自動収集-紐付けハブ_V5,True,Inserted CORE-Dispatcher after Webhook: receipt-collect
経理/【経理】02_58-法務-古物台帳自動生成_V5.json,【経理】02_58-法務-古物台帳自動生成_V5,True,Inserted CORE-Dispatcher after Webhook: kobutsu-ledger; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master
経理/【経理】01_56-会計-MoneyForward-Freee自動仕訳_V5.json,【経理】01_56-会計-MoneyForward-Freee自動仕訳_V5,True,Inserted CORE-Dispatcher after Webhook: accounting-sync
経理/【経理】04_66-経理-銀行明細自動収集-保存エンジン_V5.json,【経理】04_66-経理-銀行明細自動収集-保存エンジン_V5,True,Inserted CORE-Dispatcher after Webhook: bank-statement
経理/02_V8.2_Evidence_Orchestrator.json,【V8.2】Evidence Orchestrator - 証跡自動集約エンジン,True,Inserted CORE-Dispatcher after 🚪 Webhook Entry; SQL: 1 tables transformed; String replace: audit_logs → n3_audit_logs
経理/03_V8.2_Revenue_Recognition_Engine.json,【V8.2】Revenue Recognition Engine - 発生主義仕訳エンジン,True,Inserted CORE-Dispatcher after 🚪 Webhook Entry; SQL: 1 tables transformed; String replace: audit_logs → n3_audit_logs
エラー/N3_V8.2.1_AUTONOMOUS_SELF_HEALING.json,【V8.2.1-AUTONOMOUS】再帰的データ補完・Self-Healing,True,Inserted CORE-Dispatcher after Webhook: Self-Healing; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: products_master → n3_products_master
システム/【システム】01_15-分析-統合ダッシュボードスナップショット_V7.json,【システム】01_15-分析-統合ダッシュボードスナップショット_V7,True,Inserted CORE-Dispatcher after Webhook: dashboard-snapshot; String replace: orders → n3_orders; SQL: 1 tables transformed; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: products_master → n3_products_master; String replace: orders → n3_orders; String replace: orders → n3_orders
システム/【システム】04_61-分析-ダッシュボード集計API_V7.json,【システム】04_61-分析-ダッシュボード集計API_V7,True,Inserted CORE-Dispatcher after Webhook: dashboard-metrics; String replace: orders → n3_orders; String replace: orders → n3_orders; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master
システム/【システム】03_21-システム-自動バックアップ_V7.json,【システム】03_21-システム-自動バックアップ_V7,True,Inserted CORE-Dispatcher after Webhook: backup-trigger; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; String replace: orders → n3_orders; SQL: 1 tables transformed; String replace: products_master → n3_products_master; String replace: orders → n3_orders; String replace: orders → n3_orders; String replace: orders → n3_orders
システム/【システム】02_17-システム-統合Webhookゲートウェイ_V7.json,【システム】02_17-システム-統合Webhookゲートウェイ_V7,True,Inserted CORE-Dispatcher after Webhook: global-router
出品/【出品】04_22-出品-多販路多国籍出品ゲートウェイ_V7.json,【出品】04_22-出品-多販路多国籍出品ゲートウェイ_V7,True,Inserted CORE-Dispatcher after Webhook: listing-gateway; SQL: 1 tables transformed; String replace: ai_decision_traces → n3_ai_decision_traces
出品/【出品】12_48-新興国-多国籍出品ゲートウェイ_V5.json,【出品】12_48-新興国-多国籍出品ゲートウェイ_V5,True,Inserted CORE-Dispatcher after Webhook: emerging-market; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master
出品/【出品】08_30-Qoo10出品-qoo10-listing_V5.json,【出品】08_30-Qoo10出品-qoo10-listing_V5,True,Inserted CORE-Dispatcher after Webhook: qoo10-listing; SQL: 1 tables transformed; String replace: marketplace_accounts → n3_marketplace_accounts; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: marketplace_listings → n3_marketplace_listings
出品/【出品】15_ローカル-eBay出品処理-完成版v5_V5.json,【出品】15_ローカル-eBay出品処理-完成版v5_V5,True,Inserted CORE-Dispatcher after 出品リクエスト受信
出品/【出品】05_25-中国-越境EC出品ゲートウェイ_V7.json,【出品】05_25-中国-越境EC出品ゲートウェイ_V7,True,Inserted CORE-Dispatcher after Webhook: china-listing; SQL: 1 tables transformed; String replace: ai_decision_traces → n3_ai_decision_traces; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master
出品/N3_V8.2.1_AUTONOMOUS_LISTING_HUB.json,【V8.2.1-AUTONOMOUS】出品ハブ・統合ディスパッチャー,True,Inserted CORE-Dispatcher after Webhook: V8.2.1出品ハブ; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; String replace: ai_decision_traces → n3_ai_decision_traces
出品/【出品】02_06b-eBay出品-自己修復エージェント_V7.json,【出品】02_06b-eBay出品-自己修復エージェント_V7,True,Inserted CORE-Dispatcher after Webhook: Self-Healing Agent; SQL: 1 tables transformed; String replace: products_master → n3_products_master; SQL: 1 tables transformed; String replace: ai_decision_traces → n3_ai_decision_traces; SQL: 1 tables transformed; String replace: products_master → n3_products_master
出品/【出品】17_専用-詳細取得-出品用詳細データ取得_V5.json,【出品】17_専用-詳細取得-出品用詳細データ取得_V5,True,Inserted CORE-Dispatcher after Webhook: 出品準備開始; SQL: 1 tables transformed; String replace: products_master → n3_products_master
出品/【出品】10_44-Amazon出品-amazon-listing_V5.json,【出品】10_44-Amazon出品-amazon-listing_V5,True,Inserted CORE-Dispatcher after Webhook: amazon-listing; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: inventory_master → n3_inventory_master
出品/【出品】11_47-韓国-Coupang出品ゲートウェイ_V5.json,【出品】11_47-韓国-Coupang出品ゲートウェイ_V5,True,Inserted CORE-Dispatcher after Webhook: coupang-listing; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: products_master → n3_products_master
出品/【出品】07_29-eBay出品-ebay-listing_V7.json,【出品】07_29-eBay出品-ebay-listing_V7,True,Inserted CORE-Dispatcher after Webhook: ebay-listing; SQL: 1 tables transformed; String replace: ebay_tokens → n3_ebay_tokens; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: ai_decision_traces → n3_ai_decision_traces; SQL: 1 tables transformed; String replace: listing_logs → n3_listing_logs
出品/【出品】16_専用-多販路-出品ハブディスパッチャー_V5.json,【出品】16_専用-多販路-出品ハブディスパッチャー_V5,True,Inserted CORE-Dispatcher after Webhook: 出品依頼; SQL: 1 tables transformed; String replace: products_master → n3_products_master
出品/【出品】14_64-AEO-Shopify構造化データ拡張_V5.json,【出品】14_64-AEO-Shopify構造化データ拡張_V5,True,Inserted CORE-Dispatcher after Webhook: shopify-aeo; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master
出品/【出品】01_ローカル-eBay出品処理-完成版v6修正_V7.json,【出品】01_ローカル-eBay出品処理-完成版v7_V7,True,Inserted CORE-Dispatcher after 出品リクエスト受信; SQL: 1 tables transformed; String replace: ai_decision_traces → n3_ai_decision_traces; SQL: 1 tables transformed; String replace: ai_decision_traces → n3_ai_decision_traces; SQL: 1 tables transformed; String replace: listing_logs → n3_listing_logs
出品/【出品】06_26-出品実行-listing-execute_V7.json,【出品】06_26-出品実行-listing-execute_V7,True,Inserted CORE-Dispatcher after Webhook: listing-execute; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: ai_decision_traces → n3_ai_decision_traces
出品/【出品】03_171-コマース-LP自動生成-Shopify-eBay出品_V7.json,【出品】03_171-コマース-LP自動生成-Shopify-eBay出品_V7,True,Inserted CORE-Dispatcher after Webhook: LP自動生成; SQL: 1 tables transformed; String replace: ai_decision_traces → n3_ai_decision_traces
出品/【出品】13_51-メディア-Shopify自動集客エンジン_V5.json,【出品】13_51-メディア-Shopify自動集客エンジン_V5,True,Inserted CORE-Dispatcher after Webhook: media-generate; SQL: 1 tables transformed; String replace: products_master → n3_products_master; SQL: 1 tables transformed; String replace: products_master → n3_products_master
出品/【出品】09_42-Shopify同期-shopify-sync_V5.json,【出品】09_42-Shopify同期-shopify-sync_V5,True,Inserted CORE-Dispatcher after Webhook: shopify-sync; String replace: orders → n3_orders; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; SQL: 1 tables transformed; String replace: inventory_master → n3_inventory_master
メディア/【メディア】08_102-メディア-デジタル指紋ランダム化-FFmpeg動画ユニーク化_V5.json,【メディア】08_102-メディア-デジタル指紋ランダム化-FFmpeg動画ユニーク化_V5,True,Inserted CORE-Dispatcher after Webhook: video-fingerprint
メディア/【メディア】20_81-メディア-ナレッジブロック生成-NotebookLM級_V5.json,【メディア】20_81-メディア-ナレッジブロック生成-NotebookLM級_V5,True,Inserted CORE-Dispatcher after Webhook: knowledge-block
メディア/【メディア】26_94-メディア-インフィニティループショート-シームレス生成_V5.json,【メディア】26_94-メディア-インフィニティループショート-シームレス生成_V5,True,Inserted CORE-Dispatcher after Webhook: infinity-loop
メディア/【メディア】27_95-メディア-ビジュアルDNA衝突回避-多様性監査_V5.json,【メディア】27_95-メディア-ビジュアルDNA衝突回避-多様性監査_V5,True,Inserted CORE-Dispatcher after Webhook: visual-dna-audit
メディア/【メディア】29_98-メディア-視覚的注釈自動生成-桜井スタイル_V5.json,【メディア】29_98-メディア-視覚的注釈自動生成-桜井スタイル_V5,True,Inserted CORE-Dispatcher after Webhook: visual-annotation
メディア/【メディア】33_104-メディア-LTX-2-AI動的背景生成_V5.json,【メディア】33_104-メディア-LTX-2-AI動的背景生成_V5,True,Inserted CORE-Dispatcher after Webhook: ltx2-background
メディア/【メディア】16_52c-メディア-Remotion-Lambda-大規模レンダリング_V5.json,【メディア】16_52c-メディア-Remotion-Lambda-大規模レンダリング_V5,True,Inserted CORE-Dispatcher after Webhook: lambda-render
メディア/【メディア】01_102-メディア-デジタル指紋エミュレーター_V6.json,【メディア】01_102-メディア-デジタル指紋エミュレーター_V6,True,Inserted CORE-Dispatcher after Webhook: fingerprint-v6
メディア/【メディア】22_85-メディア-コメント自動返信-AI知識DB_V5.json,【メディア】22_85-メディア-コメント自動返信-AI知識DB_V5,True,Inserted CORE-Dispatcher after Webhook: comment-reply
メディア/【メディア】07_102-メディア-デジタル指紋エミュレーション-BAN回避_V5.json,【メディア】07_102-メディア-デジタル指紋エミュレーション-BAN回避_V5,True,Inserted CORE-Dispatcher after Webhook: fingerprint-generate
メディア/【メディア】24_92-メディア-リーガルディフェンス-著作権異議自動生成_V5.json,【メディア】24_92-メディア-リーガルディフェンス-著作権異議自動生成_V5,True,Inserted CORE-Dispatcher after Webhook: legal-defense
メディア/【メディア】19_80-メディア-ユニバーサルアセットルーター_V5.json,【メディア】19_80-メディア-ユニバーサルアセットルーター_V5,True,Inserted CORE-Dispatcher after Webhook: asset-router
メディア/【メディア】15_52b-メディア-YouTube-OAuth認証_V5.json,【メディア】15_52b-メディア-YouTube-OAuth認証_V5,True,Inserted CORE-Dispatcher after OAuth Callback; Inserted CORE-Dispatcher after Token Refresh
メディア/【メディア】02_52-メディア-Remotion動画生成-YouTube投稿_V6.json,【メディア】02_52-メディア-Remotion動画生成-YouTube投稿_V6,True,Inserted CORE-Dispatcher after Webhook: video-generate-v6; SQL: 1 tables transformed; String replace: products_master → n3_products_master
メディア/【メディア】09_103-メディア-LivePortrait連携-表情転写_V5.json,【メディア】09_103-メディア-LivePortrait連携-表情転写_V5,True,Inserted CORE-Dispatcher after Webhook: liveportrait-transfer
メディア/【メディア】06_100-メディア-Puppeteer自動録画-VPS画面キャプチャ_V5.json,【メディア】06_100-メディア-Puppeteer自動録画-VPS画面キャプチャ_V5,True,Inserted CORE-Dispatcher after Webhook: puppeteer-record
メディア/【メディア】13_200-人格-5スタイル動画生成-UniversalTemplate_V5.json,【メディア】13_200-人格-5スタイル動画生成-UniversalTemplate_V5,True,Inserted CORE-Dispatcher after Webhook: style-video-generate; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master
メディア/【メディア】14_50-メディアブリッジ-media-bridge_V5.json,【メディア】14_50-メディアブリッジ-media-bridge_V5,True,Inserted CORE-Dispatcher after Webhook: media-bridge; SQL: 3 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master; String replace: marketplace_listings → n3_marketplace_listings
メディア/【メディア】10_104-メディア-LTX-2-AI動的背景生成_V5.json,【メディア】10_104-メディア-LTX-2-AI動的背景生成_V5,True,Inserted CORE-Dispatcher after Webhook: ltx-generate
メディア/【メディア】21_82-メディア-24時間ライブエンコーダー-FFmpeg_V5.json,【メディア】21_82-メディア-24時間ライブエンコーダー-FFmpeg_V5,True,Inserted CORE-Dispatcher after Webhook: live-stream; SQL: 3 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master
メディア/【メディア】25_93-メディア-ダイナミックコンバージョン-クロスセールス_V5.json,【メディア】25_93-メディア-ダイナミックコンバージョン-クロスセールス_V5,True,Inserted CORE-Dispatcher after Webhook: dynamic-conversion; Inserted CORE-Dispatcher after Webhook: track-behavior
メディア/【メディア】17_70-メディア-演出学習ループ-自己進化エンジン_V5.json,【メディア】17_70-メディア-演出学習ループ-自己進化エンジン_V5,True,Inserted CORE-Dispatcher after Webhook: 手動トリガー
メディア/【メディア】28_97-メディア-APIリソースディスパッチャー-動的配分_V5.json,【メディア】28_97-メディア-APIリソースディスパッチャー-動的配分_V5,True,Inserted CORE-Dispatcher after Webhook: api-resource-dispatch
メディア/【メディア】11_110-LMS-パラメトリック問題生成-無限類題エンジン_V5.json,【メディア】11_110-LMS-パラメトリック問題生成-無限類題エンジン_V5,True,Inserted CORE-Dispatcher after Webhook: parametric-generate
メディア/【メディア】18_71-LMS-弱点検出-再解説自動トリガー_V5.json,【メディア】18_71-LMS-弱点検出-再解説自動トリガー_V5,True,Inserted CORE-Dispatcher after Webhook: 手動トリガー
メディア/【メディア】05_97-メディア-APIリソースディスパッチャー_V6.json,【メディア】05_97-メディア-APIリソースディスパッチャー_V6,True,Inserted CORE-Dispatcher after Webhook: dispatch-v6
メディア/【メディア】04_81-メディア-ナレッジブロック生成_V6.json,【メディア】04_81-メディア-ナレッジブロック生成_V6,True,Inserted CORE-Dispatcher after Webhook: knowledge-block-v6
メディア/【メディア】30_99-LMS-知識進化サイクル-自己修復_V5.json,【メディア】30_99-LMS-知識進化サイクル-自己修復_V5,True,Inserted CORE-Dispatcher after Webhook: knowledge-evolution
メディア/【メディア】52a_ElevenLabs音声生成-EMOTION-AI_V6.json,N3-52a-メディア-ElevenLabs音声生成-V6-EMOTION-AI,True,Inserted CORE-Dispatcher after Webhook: voice-generate
メディア/【メディア】102_デジタル指紋エミュレーター_V5.json,N3-102-メディア-デジタル指紋エミュレーター-V5-PRODUCTION,True,Inserted CORE-Dispatcher after Webhook: digital-fingerprint
メディア/【メディア】03_52a-メディア-ElevenLabs音声生成_V6.json,【メディア】03_52a-メディア-ElevenLabs音声生成_V6,True,Inserted CORE-Dispatcher after Webhook: voice-generate-v6
メディア/【メディア】52a_ElevenLabs音声生成_V5.json,N3-52a-メディア-ElevenLabs音声生成-V5-PRODUCTION,True,Inserted CORE-Dispatcher after Webhook: voice-generate
メディア/【メディア】23_90-メディア-コミュニティ統治エージェント-11言語対応_V5.json,【メディア】23_90-メディア-コミュニティ統治エージェント-11言語対応_V5,True,Inserted CORE-Dispatcher after Webhook: community-agent
メディア/【メディア】32_103-メディア-LivePortrait連携-表情転写_V5.json,【メディア】32_103-メディア-LivePortrait連携-表情転写_V5,True,Inserted CORE-Dispatcher after Webhook: liveportrait-transfer
メディア/【メディア】12_111-LMS-問題形式コンバート-多形式自動変換_V5.json,【メディア】12_111-LMS-問題形式コンバート-多形式自動変換_V5,True,Inserted CORE-Dispatcher after Webhook: question-format-convert
メディア/【メディア】52_Remotion動画生成-YouTube投稿_V5.json,N3-52-メディア-Remotion動画生成-YouTube投稿-V5-PRODUCTION,True,Inserted CORE-Dispatcher after Webhook: video-generate; SQL: 2 tables transformed; String replace: products_master → n3_products_master; String replace: inventory_master → n3_inventory_master
防衛/【防衛】04_146-防衛-投稿時間ランダム化-シャドウバン対策-非等間隔スケジューリング_V5.json,【防衛】04_146-防衛-投稿時間ランダム化-シャドウバン対策-非等間隔スケジューリング_V5,True,Inserted CORE-Dispatcher after Webhook: randomize-schedule
防衛/【防衛】01_140-防衛-C2PAメタデータ完全除去-AIウォーターマーク消去_V5.json,【防衛】01_140-防衛-C2PAメタデータ完全除去-AIウォーターマーク消去_V5,True,Inserted CORE-Dispatcher after Webhook: c2pa-purify
防衛/【防衛】03_145-防衛-人間化シミュレーション-温め-ランダム挙動-視聴シミュレート_V5.json,【防衛】03_145-防衛-人間化シミュレーション-温め-ランダム挙動-視聴シミュレート_V5,True,Inserted CORE-Dispatcher after Webhook: humanize-simulate
防衛/01_V8.2.1_API_Watcher_KillSwitch.json,【V8.2.1】API Watcher - 全軍停止 Kill-Switch,True,Inserted CORE-Dispatcher after 🚪 手動トリガー
防衛/【防衛】05_204-防衛-GoogleEarth録画-座標自動旋回_V5.json,【防衛】05_204-防衛-GoogleEarth録画-座標自動旋回_V5,True,Inserted CORE-Dispatcher after Webhook: earth-record
防衛/【防衛】02_141-防衛-アカウント温め-Warming自動化-人間挙動シミュレート_V5.json,【防衛】02_141-防衛-アカウント温め-Warming自動化-人間挙動シミュレート_V5,True,Inserted CORE-Dispatcher after Webhook: account-warming
受注/【受注】01_09-受注-多販路受注統合ハブ_V5.json,【受注】01_09-受注-多販路受注統合ハブ_V5,True,Inserted CORE-Dispatcher after Webhook: order-unified; SQL: 1 tables transformed; String replace: marketplace_accounts → n3_marketplace_accounts; String replace: orders → n3_orders; String replace: orders → n3_orders; String replace: orders → n3_orders; String replace: orders → n3_orders; String replace: orders → n3_orders; String replace: orders → n3_orders
受注/【受注】03_専用-受注-メール仕分け受注ハブ_V5.json,【受注】03_専用-受注-メール仕分け受注ハブ_V5,True,SQL: 1 tables transformed; String replace: marketplace_accounts → n3_marketplace_accounts
受注/【受注】02_26-中国-受注処理-通関連携_V5.json,【受注】02_26-中国-受注処理-通関連携_V5,True,Inserted CORE-Dispatcher after Webhook: china-order; SQL: 1 tables transformed; String replace: products_master → n3_products_master; String replace: orders → n3_orders; String replace: orders → n3_orders
翻訳/【翻訳】03_52d-メディア-多言語展開-11言語自動変換_V5.json,【翻訳】03_52d-メディア-多言語展開-11言語自動変換_V5,True,Inserted CORE-Dispatcher after Webhook: multilingual-generate
翻訳/【翻訳】02_170-コマース-動画商品抽出-Gemini解析_V5.json,【翻訳】02_170-コマース-動画商品抽出-Gemini解析_V5,True,Inserted CORE-Dispatcher after Webhook: video-extract
翻訳/【翻訳】01_101-メディア-映像解析-Gemini-タイムスタンプ抽出_V5.json,【翻訳】01_101-メディア-映像解析-Gemini-タイムスタンプ抽出_V5,True,Inserted CORE-Dispatcher after Webhook: video-analyze
通知/【通知】01_35-日次レポート-daily-report_V5.json,【通知】01_35-日次レポート-daily-report_V5,True,Inserted CORE-Dispatcher after Webhook: daily-report; SQL: 1 tables transformed; String replace: marketplace_listings → n3_marketplace_listings
